filepath,emotion,features
processed_emodb\08a02Ac.wav,A,"[-276.1766357421875, 85.32672119140625, -33.749351501464844, 56.03741455078125, -23.277294158935547, 27.119449615478516, -11.00961971282959, 15.425543785095215, -8.96689510345459, -2.3853719234466553, -3.306291341781616, -8.40305233001709, 0.8378368020057678, 122.16487121582031, 40.705780029296875, 36.60716247558594, 24.44865608215332, 26.29522132873535, 14.562443733215332, 17.652971267700195, 12.0076265335083, 14.226507186889648, 11.572235107421875, 11.77900505065918, 10.726482391357422, 10.114358901977539, 0.456590473651886, 0.4548298120498657, 0.4329046308994293, 0.4561253488063812, 0.46997126936912537, 0.44893237948417664, 0.421569287776947, 0.4056422710418701, 0.41177400946617126, 0.3915054500102997, 0.3826090395450592, 0.44836509227752686, 0.3555912673473358, 0.36285191774368286, 0.3596191108226776, 0.3726831376552582, 0.3749319612979889, 0.37260523438453674, 0.3739781081676483, 0.3673749566078186, 0.36508506536483765, 0.34557071328163147, 0.31084245443344116, 0.35901591181755066, 1997.7970280997313, 1021.469931140348, 4086.8839629708905, 1635.7944099759334, 0.07266026327054795, 0.06936620270862374]"
processed_emodb\09a05Wc.wav,W,"[-262.31817626953125, 76.48004150390625, -65.3904800415039, 41.44850540161133, -33.1736946105957, 4.960228443145752, -14.974784851074219, -15.275491714477539, -3.6509714126586914, 3.032728672027588, -5.491164207458496, 1.2908744812011719, 2.454392671585083, 101.59843444824219, 46.55314636230469, 51.15980911254883, 31.143007278442383, 32.10620880126953, 22.25659942626953, 18.66721534729004, 19.32157325744629, 16.968219757080078, 14.391488075256348, 11.80940055847168, 11.34433364868164, 13.485727310180664, 0.46051594614982605, 0.4917314648628235, 0.4464757740497589, 0.42044496536254883, 0.41754695773124695, 0.4514785408973694, 0.4829181730747223, 0.5044544339179993, 0.4891875386238098, 0.41520702838897705, 0.3606208562850952, 0.4088481068611145, 0.3457687795162201, 0.36081773042678833, 0.3488607704639435, 0.360707551240921, 0.3704715669155121, 0.3711712658405304, 0.36439013481140137, 0.38185784220695496, 0.3804057538509369, 0.3421056568622589, 0.32064905762672424, 0.3568432927131653, 1409.988884307755, 788.2589934611179, 3056.388523267663, 1650.7795748656065, 0.015593155570652174, 0.024857360608234888]"
processed_emodb\16a04Tc.wav,T,"[-229.58018493652344, 88.00786590576172, -23.138446807861328, 50.426658630371094, 0.6564366817474365, 28.781291961669922, 2.48714280128479, 1.282536268234253, 1.2697261571884155, 3.0224573612213135, 7.544579029083252, 0.7350668907165527, -2.564452648162842, 88.13195037841797, 34.606101989746094, 30.2647647857666, 27.75206184387207, 18.04784393310547, 11.891196250915527, 13.972965240478516, 12.462906837463379, 8.939763069152832, 10.211695671081543, 10.747159957885742, 11.115171432495117, 12.58563232421875, 0.34619009494781494, 0.3682954013347626, 0.39243239164352417, 0.421919047832489, 0.4438120126724243, 0.5054353475570679, 0.6282941102981567, 0.7008416652679443, 0.7317096590995789, 0.5681501626968384, 0.4135792851448059, 0.3367173671722412, 0.352382093667984, 0.37567976117134094, 0.3896007835865021, 0.4205341935157776, 0.42619645595550537, 0.4057261645793915, 0.3994526267051697, 0.2953258156776428, 0.32894033193588257, 0.33185815811157227, 0.3430124521255493, 0.33897072076797485, 1118.7120707764482, 841.0681770313229, 2272.931754676095, 1833.2908111116824, 0.00997590670620438, 0.010079012189717544]"
processed_emodb\08b09Ab.wav,A,"[-243.39016723632812, 96.38065338134766, -28.2686824798584, 42.816749572753906, -13.997872352600098, 19.42578125, -16.807161331176758, 5.3720173835754395, -7.978524684906006, -6.65128231048584, -0.07752164453268051, -6.97410774230957, 0.19742345809936523, 119.35083770751953, 34.74381637573242, 38.943321228027344, 25.90907096862793, 23.266143798828125, 14.302931785583496, 18.97648811340332, 12.184253692626953, 12.180989265441895, 17.56356430053711, 8.929405212402344, 11.0894193649292, 12.19896125793457, 0.38536012172698975, 0.43798723816871643, 0.4652920067310333, 0.5074156522750854, 0.5045691728591919, 0.4408559203147888, 0.44208547472953796, 0.420725554227829, 0.3860473334789276, 0.40112653374671936, 0.3912881314754486, 0.37775859236717224, 0.3419499397277832, 0.3722822368144989, 0.3595661520957947, 0.3644990026950836, 0.38423940539360046, 0.36664044857025146, 0.39451417326927185, 0.3819855749607086, 0.36980393528938293, 0.3649975657463074, 0.33777952194213867, 0.3364429771900177, 1431.7085795673372, 902.7021518955218, 2904.8759128736415, 1823.5177819316693, 0.04274937726449275, 0.04875284591583345]"
processed_emodb\11a05Wd.wav,W,"[-246.20188903808594, 109.54236602783203, -26.388324737548828, 38.986507415771484, -14.115970611572266, 5.5445380210876465, -2.4656572341918945, 6.666934013366699, -12.467142105102539, 1.8999037742614746, 4.6203293800354, -8.953110694885254, 5.078847408294678, 103.06590270996094, 63.92448043823242, 42.77046203613281, 30.259235382080078, 30.374103546142578, 25.867223739624023, 20.01152229309082, 18.881742477416992, 16.554521560668945, 12.001806259155273, 9.832857131958008, 15.896055221557617, 10.713468551635742, 0.3719761371612549, 0.4145911633968353, 0.44765377044677734, 0.4698669910430908, 0.5442766547203064, 0.596795380115509, 0.577243447303772, 0.529964804649353, 0.4766029417514801, 0.4383646249771118, 0.38806629180908203, 0.345172256231308, 0.29873985052108765, 0.3322795033454895, 0.36125442385673523, 0.3639858067035675, 0.35443782806396484, 0.34499409794807434, 0.3345748782157898, 0.34603965282440186, 0.34780198335647583, 0.34434664249420166, 0.31624698638916016, 0.3032935559749603, 1146.360111434576, 880.0629763115081, 2323.1727337015086, 1754.9523076352427, 0.015692349137931036, 0.024321976613405447]"
processed_emodb\09a02Ea.wav,E,"[-253.2503204345703, 97.9791488647461, -57.561798095703125, 39.96490478515625, -25.407758712768555, 15.520998001098633, -20.35272216796875, -4.333800315856934, -15.515763282775879, -3.101815700531006, -1.1194926500320435, -4.9386091232299805, 6.447214603424072, 118.34806060791016, 46.28178787231445, 45.5648307800293, 28.560659408569336, 24.56542205810547, 22.122331619262695, 21.269731521606445, 14.735445022583008, 13.952293395996094, 12.490398406982422, 10.552017211914062, 9.951889991760254, 7.355215072631836, 0.42653951048851013, 0.4091704189777374, 0.39182761311531067, 0.4246843159198761, 0.44384264945983887, 0.38957512378692627, 0.3328653872013092, 0.3673872947692871, 0.4064393937587738, 0.37691426277160645, 0.33879774808883667, 0.37328040599823, 0.3589327931404114, 0.33697742223739624, 0.3512922525405884, 0.343828946352005, 0.34293675422668457, 0.3394792973995209, 0.3096386194229126, 0.3310600519180298, 0.37486639618873596, 0.347064346075058, 0.32813024520874023, 0.3374173045158386, 2019.6507146499728, 1009.0522214925417, 3708.5302734375, 1516.3338992562994, 0.10397600446428572, 0.11074791264284378]"
processed_emodb\16b01Wa.wav,W,"[-207.73109436035156, 76.60758972167969, -60.795310974121094, 80.33607482910156, -29.64683723449707, 16.282527923583984, -22.069955825805664, -2.940946102142334, -3.6866674423217773, -11.4934663772583, -5.336587905883789, 1.2025978565216064, 1.0310378074645996, 99.62384033203125, 42.31643295288086, 45.284759521484375, 28.161096572875977, 25.066923141479492, 20.45635986328125, 17.68185806274414, 19.234312057495117, 16.716543197631836, 17.137971878051758, 14.891565322875977, 8.994050025939941, 11.821677207946777, 0.47834914922714233, 0.4666832387447357, 0.4508568048477173, 0.4595957398414612, 0.44446811079978943, 0.40333616733551025, 0.42167332768440247, 0.4154345989227295, 0.426937073469162, 0.44705677032470703, 0.39748144149780273, 0.4189493954181671, 0.3325224220752716, 0.340318888425827, 0.33725735545158386, 0.34572306275367737, 0.371278315782547, 0.33691084384918213, 0.34688329696655273, 0.3694639801979065, 0.3667152523994446, 0.3527604043483734, 0.34480732679367065, 0.30746549367904663, 1694.5217062045758, 842.7225521701663, 3709.237157771018, 1728.374920475977, 0.021359063882743362, 0.02357490155208237]"
processed_emodb\08a05Ta.wav,T,"[-255.86236572265625, 112.123779296875, 7.616512775421143, 50.92442321777344, -4.876749515533447, 29.547039031982422, -7.179714679718018, 8.830801963806152, -4.133056163787842, -1.89943265914917, 4.3560261726379395, -3.858581304550171, 2.0874531269073486, 109.07611083984375, 49.66767883300781, 34.04917526245117, 32.51921463012695, 28.748456954956055, 14.701132774353027, 17.347518920898438, 12.02551555633545, 12.880398750305176, 16.427583694458008, 8.609186172485352, 9.338885307312012, 10.811248779296875, 0.5163602232933044, 0.5797572135925293, 0.615714430809021, 0.6076703667640686, 0.5326342582702637, 0.4438786804676056, 0.41149765253067017, 0.3986218571662903, 0.3757271468639374, 0.3730221688747406, 0.39505472779273987, 0.44243136048316956, 0.32253775000572205, 0.32433053851127625, 0.33738410472869873, 0.35449865460395813, 0.3638146221637726, 0.37018370628356934, 0.3589969873428345, 0.35279223322868347, 0.32600411772727966, 0.3060120642185211, 0.301187664270401, 0.3013060986995697, 1388.058879392141, 1176.3838237884358, 2480.4832175925926, 1931.8303644832913, 0.06275720164609054, 0.09762357478110506]"
processed_emodb\15a04Wb.wav,W,"[-244.4191131591797, 81.83467864990234, -57.829349517822266, 32.89797592163086, -22.93558120727539, 20.886560440063477, -16.231426239013672, -1.1960567235946655, -8.078383445739746, -4.795673847198486, 0.377190500497818, -1.0182933807373047, -0.0043887426145374775, 124.34959411621094, 37.6539306640625, 60.03672790527344, 26.780977249145508, 39.0913200378418, 15.641568183898926, 23.477397918701172, 11.173408508300781, 13.685444831848145, 11.60706615447998, 10.274374008178711, 9.613224029541016, 7.9990363121032715, 0.4464961290359497, 0.4518202245235443, 0.4784710705280304, 0.43955153226852417, 0.4257383644580841, 0.4579005241394043, 0.4860716164112091, 0.4356851279735565, 0.4261748492717743, 0.4527113735675812, 0.4181535542011261, 0.45182910561561584, 0.32022643089294434, 0.32096168398857117, 0.37101250886917114, 0.3473794758319855, 0.34183886647224426, 0.3639398217201233, 0.3719101548194885, 0.369878888130188, 0.3491958975791931, 0.352810800075531, 0.31323301792144775, 0.3375264108181, 1599.246654196768, 820.6416213530213, 3213.4898511669303, 1691.4796385432069, 0.04907535601265823, 0.048671368321220175]"
processed_emodb\15b10Nc.wav,N,"[-219.85267639160156, 136.31736755371094, -28.111034393310547, 79.61532592773438, 2.617668867111206, 22.407108306884766, -0.5227217674255371, 6.491384983062744, -11.553606033325195, -1.1967425346374512, -1.8120157718658447, -0.8299552798271179, 5.606995105743408, 106.30509185791016, 40.21446990966797, 32.66118240356445, 26.52152442932129, 26.55169677734375, 18.99863624572754, 15.309728622436523, 11.23459529876709, 16.592802047729492, 9.671667098999023, 14.166573524475098, 10.576437950134277, 6.697157859802246, 0.3753511905670166, 0.37993577122688293, 0.4470222592353821, 0.5635194182395935, 0.5381366014480591, 0.4546910226345062, 0.435718297958374, 0.43149107694625854, 0.49330878257751465, 0.5199859142303467, 0.47823306918144226, 0.41317179799079895, 0.3085246980190277, 0.31717929244041443, 0.34691596031188965, 0.3581537902355194, 0.289907842874527, 0.28906577825546265, 0.3185400068759918, 0.33549556136131287, 0.36748620867729187, 0.31078049540519714, 0.2735690474510193, 0.3095274567604065, 1309.7141040015795, 716.3193799674107, 2850.4294305098683, 1397.2001859611037, 0.04178659539473684, 0.028299885844915818]"
processed_emodb\11a05Fc.wav,F,"[-249.03851318359375, 108.24207305908203, -37.9401969909668, 35.2020149230957, -18.694438934326172, 8.467926979064941, -20.854379653930664, 10.340740203857422, -11.058181762695312, -2.883833408355713, 5.582437992095947, -12.615943908691406, 4.186939716339111, 110.01783752441406, 59.61973571777344, 39.438865661621094, 32.809696197509766, 32.03327178955078, 25.449874877929688, 20.99703025817871, 13.826112747192383, 13.83786678314209, 15.342488288879395, 11.956409454345703, 11.271448135375977, 11.231884002685547, 0.462072491645813, 0.44616007804870605, 0.4384877383708954, 0.41534361243247986, 0.40935641527175903, 0.43075063824653625, 0.4276200830936432, 0.4411163926124573, 0.46511343121528625, 0.45560023188591003, 0.4266071915626526, 0.40910035371780396, 0.366152286529541, 0.3457016050815582, 0.3699926733970642, 0.36441344022750854, 0.37301191687583923, 0.3767498731613159, 0.37579166889190674, 0.3695394694805145, 0.3654257655143738, 0.3306255340576172, 0.3138151168823242, 0.3103529214859009, 1332.1110722144808, 969.1347957863501, 2585.06103515625, 1772.216880521102, 0.03153435202205882, 0.03980938349226182]"
processed_emodb\09b03Ta.wav,T,"[-186.64825439453125, 126.97203826904297, -24.57596778869629, 53.074913024902344, -12.605193138122559, 27.294361114501953, 8.76360034942627, -6.2782487869262695, -5.344181060791016, 7.2163615226745605, -4.2701416015625, -9.752440452575684, 4.573215961456299, 94.51467895507812, 58.02277755737305, 33.11356735229492, 30.948896408081055, 27.877817153930664, 21.166507720947266, 20.90934944152832, 13.019576072692871, 11.538457870483398, 15.146624565124512, 12.28411865234375, 11.931631088256836, 11.95792007446289, 0.29956844449043274, 0.4102000296115875, 0.5414669513702393, 0.602937638759613, 0.5467448830604553, 0.4176998734474182, 0.33199089765548706, 0.3290818929672241, 0.3222976624965668, 0.2974211871623993, 0.2976760268211365, 0.27236247062683105, 0.300625741481781, 0.3318585753440857, 0.34771814942359924, 0.32709988951683044, 0.32848936319351196, 0.31753239035606384, 0.3160160481929779, 0.3486904501914978, 0.35004985332489014, 0.3308340609073639, 0.3209659457206726, 0.2870582640171051, 1594.4835016793534, 1111.168752198789, 3136.487437102754, 1597.530253539628, 0.0816119350282486, 0.0861958876767052]"
processed_emodb\14a01Ac.wav,A,"[-209.0833740234375, 102.34661102294922, -54.69799041748047, 43.264225006103516, -41.482749938964844, 24.283090591430664, -19.66754150390625, -6.545405864715576, -9.55130386352539, -8.225409507751465, 4.177631378173828, -9.929950714111328, -1.4189218282699585, 96.58177947998047, 48.94738006591797, 40.671897888183594, 25.823854446411133, 32.599403381347656, 22.50742530822754, 16.79952621459961, 17.062702178955078, 11.42855167388916, 12.173053741455078, 11.721603393554688, 9.684745788574219, 13.07214069366455, 0.38403502106666565, 0.3746510148048401, 0.37835556268692017, 0.4449947774410248, 0.45293745398521423, 0.4106871783733368, 0.42145079374313354, 0.3974950611591339, 0.33249515295028687, 0.2697993218898773, 0.294946551322937, 0.37638765573501587, 0.35317209362983704, 0.34279897809028625, 0.3251993656158447, 0.3632209300994873, 0.37839770317077637, 0.3405677378177643, 0.3734152615070343, 0.37555545568466187, 0.34445619583129883, 0.32222315669059753, 0.31391096115112305, 0.3580690324306488, 1944.1496129725583, 1071.5560902206205, 3764.2931582322763, 1471.8438296832362, 0.08770843050373134, 0.10767082316591814]"
processed_emodb\12b02Wd.wav,W,"[-244.4436798095703, 100.21630096435547, -28.587404251098633, 36.37079620361328, -27.327919006347656, 3.531848669052124, -11.06017017364502, 9.710344314575195, -17.580228805541992, -3.6571357250213623, 2.658665418624878, -9.327937126159668, 7.209089279174805, 98.899658203125, 49.48418426513672, 47.52114486694336, 38.350608825683594, 22.31084632873535, 23.666555404663086, 17.21552085876465, 11.975732803344727, 15.958662033081055, 11.381326675415039, 15.77769660949707, 12.294110298156738, 8.904085159301758, 0.46551185846328735, 0.45818424224853516, 0.4709203541278839, 0.5100946426391602, 0.49432268738746643, 0.4165914058685303, 0.4216763377189636, 0.39154642820358276, 0.39933285117149353, 0.44830912351608276, 0.3746468126773834, 0.3971112072467804, 0.3470532298088074, 0.3084665536880493, 0.3436967730522156, 0.35692813992500305, 0.3511113226413727, 0.311005562543869, 0.3347443640232086, 0.31073644757270813, 0.29297369718551636, 0.33561640977859497, 0.24965666234493256, 0.2935725152492523, 1883.779207978713, 935.3780601665035, 3439.039784307065, 1434.2955972426491, 0.07843919836956521, 0.0517131385702115]"
