image_path,calories,protein,carbs,fat
../food-101/train\peking_duck\818947.jpg,340.03,17.98,10.38,23.55
../food-101/train\peking_duck\820987.jpg,328.53,21.81,10.74,26.65
../food-101/train\peking_duck\824081.jpg,350.35,22.97,8.88,28.48
../food-101/train\peking_duck\828110.jpg,370.73,20.71,8.64,24.63
../food-101/train\peking_duck\833480.jpg,342.21,17.8,8.16,23.16
../food-101/train\peking_duck\844640.jpg,324.15,21.95,11.82,22.09
../food-101/train\peking_duck\855187.jpg,342.06,22.58,11.25,22.8
../food-101/train\peking_duck\87927.jpg,354.19,22.25,10.07,25.54
../food-101/train\peking_duck\881370.jpg,365.4,19.28,8.71,21.89
../food-101/train\peking_duck\881381.jpg,361.88,19.47,8.32,28.45
../food-101/train\peking_duck\885385.jpg,362.87,19.39,8.2,28.66
../food-101/train\peking_duck\898065.jpg,344.86,18.15,8.64,24.99
../food-101/train\peking_duck\908981.jpg,351.25,21.53,11.03,22.69
../food-101/train\peking_duck\908984.jpg,317.91,21.04,11.92,24.32
../food-101/train\peking_duck\911607.jpg,312.32,18.81,10.25,23.27
../food-101/train\peking_duck\920959.jpg,345.11,22.73,8.86,27.58
../food-101/train\peking_duck\923281.jpg,337.87,17.76,11.55,24.24
../food-101/train\peking_duck\92967.jpg,372.41,22.16,11.11,22.49
../food-101/train\peking_duck\931475.jpg,362.59,22.02,8.55,27.82
../food-101/train\peking_duck\933253.jpg,316.21,17.86,8.43,28.43
../food-101/train\peking_duck\933954.jpg,306.32,20.76,11.55,21.6
../food-101/train\peking_duck\938551.jpg,313.33,18.16,10.23,25.5
../food-101/train\peking_duck\941377.jpg,332.89,17.92,8.75,25.02
../food-101/train\peking_duck\946614.jpg,354.79,18.35,11.47,24.71
../food-101/train\peking_duck\955871.jpg,350.34,21.75,11.51,26.65
../food-101/train\peking_duck\959449.jpg,352.73,21.3,11.08,28.58
../food-101/train\peking_duck\961438.jpg,319.6,19.59,8.15,28.69
../food-101/train\peking_duck\962661.jpg,356.85,21.96,10.12,28.63
../food-101/train\peking_duck\969193.jpg,350.69,18.48,8.64,28.28
../food-101/train\peking_duck\971449.jpg,358.63,20.31,11.87,27.51
../food-101/train\peking_duck\974680.jpg,349.31,17.29,9.32,23.53
../food-101/train\peking_duck\974765.jpg,369.29,19.01,10.53,28.24
../food-101/train\peking_duck\975032.jpg,362.8,18.2,9.43,28.0
../food-101/train\peking_duck\991415.jpg,317.68,17.62,10.39,28.65
../food-101/train\peking_duck\993072.jpg,328.54,20.24,10.04,28.07
../food-101/train\peking_duck\995961.jpg,335.8,18.91,8.97,27.44
../food-101/train\peking_duck\996237.jpg,336.22,21.92,11.02,23.03
../food-101/train\pho\1005681.jpg,345.23,21.15,41.25,10.52
../food-101/train\pho\1011443.jpg,373.57,22.46,35.47,9.89
../food-101/train\pho\1012513.jpg,358.4,18.23,43.93,11.32
../food-101/train\pho\1019401.jpg,367.14,21.47,39.93,11.12
../food-101/train\pho\1021371.jpg,384.46,22.94,43.5,10.16
../food-101/train\pho\1022431.jpg,345.98,19.77,46.91,11.05
../food-101/train\pho\1027296.jpg,321.73,19.04,43.49,10.79
../food-101/train\pho\103323.jpg,345.75,19.75,46.16,11.36
../food-101/train\pho\1034222.jpg,373.86,22.76,46.92,10.57
../food-101/train\pho\10348.jpg,324.66,21.71,44.84,10.89
../food-101/train\pho\1035074.jpg,366.76,19.07,46.71,9.37
../food-101/train\pho\10354.jpg,384.39,18.58,33.41,10.2
../food-101/train\pho\1037744.jpg,323.15,21.7,34.3,10.96
../food-101/train\pho\1051616.jpg,341.06,22.36,44.43,9.56
../food-101/train\pho\1051805.jpg,350.52,19.42,40.23,11.23
../food-101/train\pho\1052498.jpg,336.97,19.39,36.9,8.51
../food-101/train\pho\105413.jpg,351.21,18.82,44.37,11.13
../food-101/train\pho\1062273.jpg,329.62,20.3,45.99,10.37
../food-101/train\pho\1065927.jpg,316.73,18.65,34.43,11.26
../food-101/train\pho\1071406.jpg,369.34,17.12,36.56,10.63
../food-101/train\pho\1074200.jpg,344.52,22.32,34.64,9.18
../food-101/train\pho\1076831.jpg,362.87,20.85,41.45,11.4
../food-101/train\pho\1078736.jpg,381.47,19.6,38.27,9.93
../food-101/train\pho\1101992.jpg,323.41,19.69,38.18,9.99
../food-101/train\pho\1102371.jpg,318.14,21.97,32.43,10.36
../food-101/train\pho\1103071.jpg,331.02,21.44,34.94,11.17
../food-101/train\pho\1103597.jpg,367.72,17.72,44.67,10.12
../food-101/train\pho\1114945.jpg,317.35,19.43,44.27,9.03
../food-101/train\pho\1124668.jpg,319.41,19.32,44.43,10.38
../food-101/train\pho\1125094.jpg,330.54,17.29,32.13,11.4
../food-101/train\pho\1129765.jpg,364.94,17.13,47.41,11.43
../food-101/train\pho\1139917.jpg,371.67,18.2,46.89,10.69
../food-101/train\pho\1147438.jpg,374.83,20.49,43.77,10.44
../food-101/train\pho\1149287.jpg,336.52,19.9,39.82,9.1
../food-101/train\pho\114987.jpg,324.86,19.48,37.84,10.5
../food-101/train\pho\1152467.jpg,324.83,17.78,35.28,10.79
../food-101/train\pho\1156352.jpg,342.3,17.79,37.59,10.94
../food-101/train\pho\1160821.jpg,382.05,17.88,47.79,10.15
../food-101/train\pho\1172480.jpg,355.86,17.32,36.14,10.66
../food-101/train\pho\1177.jpg,359.76,22.91,41.9,8.55
../food-101/train\pho\1181230.jpg,376.4,17.71,36.76,8.59
../food-101/train\pho\1183711.jpg,357.59,17.15,32.54,9.78
../food-101/train\pho\1189985.jpg,379.92,17.38,35.79,8.82
../food-101/train\pho\120329.jpg,379.69,18.44,32.68,11.05
../food-101/train\pho\120533.jpg,377.79,21.43,35.22,11.17
../food-101/train\pho\1210856.jpg,354.68,22.32,44.17,11.11
../food-101/train\pho\1216057.jpg,341.67,22.34,38.75,9.59
../food-101/train\pho\1222554.jpg,366.08,19.33,47.8,10.53
../food-101/train\pho\1224410.jpg,382.96,17.62,39.09,9.92
../food-101/train\pho\1230609.jpg,366.52,17.88,45.35,8.79
../food-101/train\pho\1232211.jpg,358.76,17.92,46.49,9.74
../food-101/train\pho\123824.jpg,357.0,17.07,34.35,10.03
../food-101/train\pho\1239034.jpg,333.17,20.83,35.46,10.44
../food-101/train\pho\1244067.jpg,319.32,20.07,39.8,8.6
../food-101/train\pho\1245884.jpg,352.91,19.06,41.49,10.67
../food-101/train\pho\1249311.jpg,359.81,19.03,35.76,10.81
../food-101/train\pho\1249795.jpg,340.94,20.64,32.58,11.42
../food-101/train\pho\1251614.jpg,376.82,18.21,43.49,9.8
../food-101/train\pho\1254322.jpg,323.2,20.78,45.34,9.24
../food-101/train\pho\1254524.jpg,383.91,17.53,44.83,9.86
../food-101/train\pho\1258189.jpg,380.01,21.44,39.4,10.59
../food-101/train\pho\126316.jpg,359.79,17.21,38.18,10.18
../food-101/train\pho\1266914.jpg,334.75,22.93,38.84,10.99
../food-101/train\pho\1275024.jpg,354.82,17.52,34.66,11.23
../food-101/train\pho\1275324.jpg,372.33,21.99,46.02,10.6
../food-101/train\pho\1283063.jpg,332.33,21.49,45.46,10.37
../food-101/train\pho\1289035.jpg,359.19,18.19,40.65,10.08
../food-101/train\pho\1295893.jpg,336.72,21.35,47.85,10.48
../food-101/train\pho\1297127.jpg,378.02,22.25,42.11,11.07
../food-101/train\pho\1303811.jpg,373.64,19.9,45.24,10.68
../food-101/train\pho\1306795.jpg,328.96,20.22,41.15,9.63
../food-101/train\pho\1315560.jpg,320.39,19.03,47.6,9.22
../food-101/train\pho\1316711.jpg,345.15,22.49,43.45,8.65
../food-101/train\pho\1319148.jpg,327.54,21.14,35.83,9.45
../food-101/train\pho\13228.jpg,342.01,19.55,33.14,10.92
../food-101/train\pho\1324193.jpg,323.35,21.63,38.88,8.8
../food-101/train\pho\1332972.jpg,347.64,21.67,39.91,10.48
../food-101/train\pho\1336577.jpg,365.47,17.66,41.22,10.99
../food-101/train\pho\1337334.jpg,365.66,17.29,34.33,10.71
../food-101/train\pho\1342334.jpg,328.41,18.55,45.81,9.34
../food-101/train\pho\1344273.jpg,355.75,22.19,47.92,8.63
../food-101/train\pho\134776.jpg,327.38,22.72,47.86,8.64
../food-101/train\pho\1362055.jpg,374.91,20.84,40.64,11.37
../food-101/train\pho\13725.jpg,369.78,22.11,39.17,10.85
../food-101/train\pho\1384266.jpg,332.04,22.71,34.21,10.13
../food-101/train\pho\1388381.jpg,377.89,18.52,39.42,8.83
../food-101/train\pho\1391686.jpg,319.27,20.24,37.74,10.37
../food-101/train\pho\139491.jpg,371.58,18.2,36.9,11.11
../food-101/train\pho\139680.jpg,382.7,17.12,34.19,10.62
../food-101/train\pho\1399540.jpg,379.42,17.57,42.01,10.87
../food-101/train\pho\1399630.jpg,351.82,20.5,32.59,8.52
../food-101/train\pho\1399992.jpg,345.26,20.22,46.42,8.51
../food-101/train\pho\1401858.jpg,366.81,22.72,43.97,9.24
../food-101/train\pho\1412535.jpg,379.18,20.61,36.71,9.08
../food-101/train\pho\141406.jpg,342.94,22.41,41.12,10.45
../food-101/train\pho\141573.jpg,352.81,22.39,37.49,10.46
../food-101/train\pho\1416862.jpg,345.99,18.08,46.23,8.64
../food-101/train\pho\1418226.jpg,348.0,18.89,32.91,11.43
../food-101/train\pho\1421308.jpg,378.9,21.37,34.51,10.61
../food-101/train\pho\1428039.jpg,323.27,18.91,35.05,10.69
../food-101/train\pho\1436875.jpg,383.82,20.06,32.38,9.35
../food-101/train\pho\143792.jpg,325.94,17.86,32.33,10.28
../food-101/train\pho\1439657.jpg,340.75,22.94,38.76,9.8
../food-101/train\pho\144115.jpg,383.19,22.39,36.19,9.66
../food-101/train\pho\144459.jpg,337.95,17.48,42.58,10.18
../food-101/train\pho\1447717.jpg,332.89,17.83,39.17,9.29
../food-101/train\pho\1448004.jpg,345.31,22.07,40.29,8.5
../food-101/train\pho\1455635.jpg,372.51,17.99,33.41,10.07
../food-101/train\pho\145799.jpg,378.16,19.2,43.22,8.81
../food-101/train\pho\146024.jpg,338.36,20.41,38.92,8.62
../food-101/train\pho\146108.jpg,376.78,22.58,46.11,9.29
../food-101/train\pho\1462225.jpg,366.86,18.99,37.25,9.04
../food-101/train\pho\1463829.jpg,326.81,20.67,41.91,9.54
../food-101/train\pho\146542.jpg,349.28,19.58,47.33,9.44
../food-101/train\pho\1473942.jpg,335.88,18.57,40.72,9.02
../food-101/train\pho\147707.jpg,378.99,21.05,36.73,9.66
../food-101/train\pho\1481880.jpg,341.24,20.29,34.97,8.87
../food-101/train\pho\1487315.jpg,364.69,22.67,40.84,9.41
../food-101/train\pho\1490658.jpg,384.26,19.1,46.61,10.47
../food-101/train\pho\1496796.jpg,355.07,17.19,46.04,9.97
../food-101/train\pho\1498812.jpg,379.82,19.08,39.22,9.21
../food-101/train\pho\1512455.jpg,346.02,22.12,37.97,10.47
../food-101/train\pho\1517043.jpg,344.72,22.84,46.82,10.08
../food-101/train\pho\1521706.jpg,336.35,19.13,39.37,11.41
../food-101/train\pho\1531874.jpg,348.52,18.56,37.56,9.81
../food-101/train\pho\154603.jpg,373.41,18.96,36.49,10.38
../food-101/train\pho\155287.jpg,356.11,20.07,41.36,9.87
../food-101/train\pho\1563592.jpg,362.26,21.63,34.55,8.51
../food-101/train\pho\1564774.jpg,339.55,18.18,37.57,11.33
../food-101/train\pho\1568753.jpg,325.33,18.16,32.67,10.92
../food-101/train\pho\157159.jpg,334.07,19.08,47.06,8.95
../food-101/train\pho\1572698.jpg,326.95,19.74,33.53,8.52
../food-101/train\pho\1575794.jpg,332.01,19.64,40.51,10.35
../food-101/train\pho\159768.jpg,328.8,17.7,33.86,11.04
../food-101/train\pho\160132.jpg,318.91,22.54,41.17,9.08
../food-101/train\pho\1610475.jpg,327.41,18.2,33.78,10.89
../food-101/train\pho\1610808.jpg,350.62,21.27,36.25,10.45
../food-101/train\pho\1612920.jpg,364.89,18.43,41.81,8.64
../food-101/train\pho\1620840.jpg,366.19,19.27,46.07,9.31
../food-101/train\pho\1643434.jpg,359.55,19.55,39.09,9.76
../food-101/train\pho\1649509.jpg,320.22,18.18,40.43,9.57
../food-101/train\pho\1655445.jpg,318.25,17.33,46.26,10.0
../food-101/train\pho\1666930.jpg,325.02,17.99,42.63,9.9
../food-101/train\pho\16679.jpg,367.14,18.83,34.25,8.97
../food-101/train\pho\1668169.jpg,322.37,17.54,41.67,11.33
../food-101/train\pho\1673175.jpg,378.52,20.33,41.56,9.52
../food-101/train\pho\1685230.jpg,378.85,17.78,39.18,9.95
../food-101/train\pho\1699016.jpg,367.2,21.43,33.74,10.5
../food-101/train\pho\169991.jpg,382.96,19.28,37.07,11.36
../food-101/train\pho\1705502.jpg,319.7,21.85,41.68,11.21
../food-101/train\pho\1705525.jpg,346.47,17.64,44.1,10.43
../food-101/train\pho\170732.jpg,338.87,20.95,40.45,10.12
../food-101/train\pho\1723420.jpg,361.17,17.05,39.67,9.63
../food-101/train\pho\1725875.jpg,318.26,21.05,32.94,10.91
../food-101/train\pho\1732489.jpg,346.78,20.64,47.41,11.13
../food-101/train\pho\1738472.jpg,319.25,21.23,41.81,10.3
../food-101/train\pho\174023.jpg,346.12,17.79,37.36,10.11
../food-101/train\pho\1741165.jpg,369.6,19.48,43.88,11.29
../food-101/train\pho\1754457.jpg,373.0,22.01,34.99,8.67
../food-101/train\pho\175528.jpg,334.39,22.56,36.87,8.52
../food-101/train\pho\1758360.jpg,380.96,17.02,41.47,9.76
../food-101/train\pho\1763839.jpg,348.3,17.85,32.19,8.97
../food-101/train\pho\1771813.jpg,324.54,21.43,33.58,10.22
../food-101/train\pho\1773401.jpg,383.37,20.86,34.09,10.92
../food-101/train\pho\1778640.jpg,324.0,22.5,41.91,10.55
../food-101/train\pho\1779554.jpg,358.16,18.52,42.37,11.49
../food-101/train\pho\1783860.jpg,355.21,21.15,44.28,10.22
../food-101/train\pho\180068.jpg,347.66,17.71,32.71,8.54
../food-101/train\pho\1808622.jpg,377.15,22.07,38.01,8.82
../food-101/train\pho\1809811.jpg,358.12,19.87,36.18,10.81
../food-101/train\pho\1830525.jpg,344.48,19.99,41.47,11.5
../food-101/train\pho\1831207.jpg,377.78,17.65,44.3,9.54
../food-101/train\pho\1833761.jpg,356.53,18.08,36.72,9.48
../food-101/train\pho\1840846.jpg,374.78,18.42,36.36,9.52
../food-101/train\pho\1840991.jpg,331.86,17.79,46.94,9.29
../food-101/train\pho\1844177.jpg,384.54,17.55,42.53,11.0
../food-101/train\pho\1845349.jpg,320.93,22.85,43.28,10.18
../food-101/train\pho\1847841.jpg,365.1,17.62,42.71,9.97
../food-101/train\pho\1865868.jpg,363.98,18.68,32.96,9.01
../food-101/train\pho\1866810.jpg,360.81,21.57,46.38,9.51
../food-101/train\pho\1874715.jpg,353.82,21.59,39.38,10.93
../food-101/train\pho\1876710.jpg,382.25,21.82,43.82,10.13
../food-101/train\pho\1889793.jpg,373.77,19.64,37.96,9.86
../food-101/train\pho\1891768.jpg,355.26,20.23,47.3,10.11
../food-101/train\pho\189229.jpg,363.19,18.25,44.27,8.86
../food-101/train\pho\1904441.jpg,328.88,19.02,35.54,10.57
../food-101/train\pho\192541.jpg,332.45,21.71,36.85,9.8
../food-101/train\pho\1940783.jpg,372.79,21.91,38.05,10.44
../food-101/train\pho\1943057.jpg,345.66,22.28,38.94,10.83
../food-101/train\pho\1945425.jpg,354.15,20.88,32.11,9.88
../food-101/train\pho\1953545.jpg,318.19,21.08,37.12,10.94
../food-101/train\pho\1961979.jpg,319.39,21.66,40.86,10.4
../food-101/train\pho\1966123.jpg,380.86,22.27,35.51,9.14
../food-101/train\pho\1968392.jpg,377.48,19.59,38.23,9.99
../food-101/train\pho\197516.jpg,357.07,21.34,46.37,9.19
../food-101/train\pho\197734.jpg,330.95,17.2,37.52,11.3
../food-101/train\pho\198384.jpg,320.3,19.48,47.27,11.26
../food-101/train\pho\198446.jpg,378.5,20.26,36.43,9.27
../food-101/train\pho\19947.jpg,326.78,20.05,35.77,8.99
../food-101/train\pho\1999063.jpg,356.2,18.49,33.4,10.84
../food-101/train\pho\1999103.jpg,315.1,21.7,36.47,9.5
../food-101/train\pho\200060.jpg,330.01,19.31,32.4,10.39
../food-101/train\pho\2011541.jpg,327.98,18.93,34.99,9.14
../food-101/train\pho\20151.jpg,374.47,19.67,38.82,9.47
../food-101/train\pho\2037578.jpg,377.71,22.6,39.69,9.24
../food-101/train\pho\2040078.jpg,334.14,17.51,39.46,11.43
../food-101/train\pho\2042281.jpg,348.87,17.07,44.78,9.47
../food-101/train\pho\2043128.jpg,355.12,21.57,38.28,10.8
../food-101/train\pho\204645.jpg,354.03,22.67,46.43,10.41
../food-101/train\pho\2048886.jpg,383.54,21.63,33.37,10.45
../food-101/train\pho\2051133.jpg,322.33,17.59,42.47,10.19
../food-101/train\pho\2058011.jpg,372.89,20.3,40.7,11.42
../food-101/train\pho\2081921.jpg,345.59,18.94,46.1,9.62
../food-101/train\pho\209209.jpg,360.27,20.35,41.58,10.2
../food-101/train\pho\209227.jpg,378.87,18.53,43.05,8.79
../food-101/train\pho\2094215.jpg,327.43,22.39,32.85,9.2
../food-101/train\pho\210009.jpg,319.76,18.16,33.86,11.11
../food-101/train\pho\210067.jpg,345.84,22.11,39.84,11.27
../food-101/train\pho\210571.jpg,371.29,21.42,39.13,9.82
../food-101/train\pho\2106923.jpg,324.99,19.3,44.5,8.58
../food-101/train\pho\2111487.jpg,327.64,17.27,32.72,11.35
../food-101/train\pho\21151.jpg,382.17,22.4,44.53,10.4
../food-101/train\pho\212649.jpg,358.24,17.13,45.41,9.27
../food-101/train\pho\2128010.jpg,342.89,20.2,35.6,11.05
../food-101/train\pho\2128884.jpg,342.73,20.76,37.47,9.35
../food-101/train\pho\2136807.jpg,357.54,17.05,46.05,11.39
../food-101/train\pho\2146049.jpg,331.09,19.59,43.41,9.57
../food-101/train\pho\217530.jpg,344.01,19.52,36.55,10.91
../food-101/train\pho\2186238.jpg,375.79,21.57,34.12,9.63
../food-101/train\pho\2189833.jpg,341.62,18.23,37.37,11.03
../food-101/train\pho\2201344.jpg,374.18,17.28,41.05,10.79
../food-101/train\pho\2202642.jpg,378.2,17.01,34.42,9.7
../food-101/train\pho\220278.jpg,318.98,20.34,45.07,9.89
../food-101/train\pho\222723.jpg,319.92,18.14,37.29,9.23
../food-101/train\pho\2231808.jpg,334.4,19.28,40.48,8.52
../food-101/train\pho\2231809.jpg,380.37,20.55,37.45,9.18
../food-101/train\pho\2231968.jpg,358.32,21.03,45.31,9.87
../food-101/train\pho\223558.jpg,382.91,22.91,45.71,10.85
../food-101/train\pho\2236423.jpg,334.67,20.87,40.13,8.6
../food-101/train\pho\2236635.jpg,333.13,19.4,34.08,8.84
../food-101/train\pho\2263993.jpg,344.13,21.62,32.31,11.38
../food-101/train\pho\2272006.jpg,336.52,21.15,36.95,10.89
../food-101/train\pho\2279738.jpg,326.58,18.08,36.69,9.53
../food-101/train\pho\2291683.jpg,383.72,21.83,45.63,9.58
../food-101/train\pho\2304947.jpg,377.55,20.08,42.47,9.76
../food-101/train\pho\2305942.jpg,320.86,20.67,40.89,9.62
../food-101/train\pho\2310154.jpg,370.38,19.62,33.57,11.35
../food-101/train\pho\2314570.jpg,374.82,18.74,44.78,8.65
../food-101/train\pho\232553.jpg,381.38,21.2,37.3,9.11
../food-101/train\pho\233064.jpg,336.45,19.46,45.68,9.28
../food-101/train\pho\2338556.jpg,365.27,17.87,41.76,11.05
../food-101/train\pho\234939.jpg,369.28,20.39,46.89,8.91
../food-101/train\pho\2351238.jpg,320.0,22.47,45.47,8.97
../food-101/train\pho\2360117.jpg,327.14,22.8,47.83,11.49
../food-101/train\pho\2361786.jpg,320.73,20.11,37.16,9.37
../food-101/train\pho\237386.jpg,328.17,22.87,45.28,11.18
../food-101/train\pho\2381496.jpg,315.63,19.47,36.7,9.63
../food-101/train\pho\2381828.jpg,372.11,17.79,37.3,9.53
../food-101/train\pho\238853.jpg,345.92,19.78,38.12,9.73
../food-101/train\pho\2395471.jpg,383.56,17.72,36.57,9.51
../food-101/train\pho\2399877.jpg,361.21,19.99,38.92,10.9
../food-101/train\pho\2404646.jpg,363.55,21.51,42.86,8.76
../food-101/train\pho\2409828.jpg,315.15,19.91,38.37,9.98
../food-101/train\pho\2437694.jpg,317.18,19.15,47.6,9.71
../food-101/train\pho\2440279.jpg,341.96,20.69,37.59,11.47
../food-101/train\pho\2442741.jpg,352.74,21.72,42.79,11.43
../food-101/train\pho\2442882.jpg,329.34,19.04,42.15,10.56
../food-101/train\pho\244678.jpg,382.55,22.22,39.15,10.53
../food-101/train\pho\2447292.jpg,328.94,17.63,35.38,11.17
../food-101/train\pho\2453753.jpg,320.48,20.73,44.57,11.44
../food-101/train\pho\2461662.jpg,336.26,17.6,42.54,11.29
../food-101/train\pho\2462823.jpg,337.43,20.63,35.83,10.44
../food-101/train\pho\2463328.jpg,328.07,18.65,43.5,9.33
../food-101/train\pho\2467650.jpg,368.29,19.06,35.37,11.42
../food-101/train\pho\2472453.jpg,358.68,18.67,45.16,8.87
../food-101/train\pho\2488737.jpg,358.89,17.19,42.64,10.66
../food-101/train\pho\2497824.jpg,339.05,17.86,45.52,11.08
../food-101/train\pho\2498043.jpg,339.72,21.81,33.84,10.17
../food-101/train\pho\2505583.jpg,372.77,18.69,38.09,9.71
../food-101/train\pho\250861.jpg,357.73,18.21,38.26,11.22
../food-101/train\pho\2512449.jpg,318.67,22.41,40.62,11.1
../food-101/train\pho\2520742.jpg,345.71,21.26,47.7,8.63
../food-101/train\pho\252586.jpg,346.91,19.09,42.05,8.73
../food-101/train\pho\2537101.jpg,341.41,21.26,38.47,8.99
../food-101/train\pho\254002.jpg,333.07,18.57,34.75,9.85
../food-101/train\pho\2548813.jpg,372.3,20.28,37.1,9.85
../food-101/train\pho\2552060.jpg,359.41,22.03,45.75,9.39
../food-101/train\pho\2555529.jpg,362.06,21.43,44.28,8.77
../food-101/train\pho\2556824.jpg,325.82,18.62,33.73,8.98
../food-101/train\pho\25586.jpg,377.73,22.78,40.81,9.5
../food-101/train\pho\2561513.jpg,350.78,21.24,41.04,11.14
../food-101/train\pho\2572556.jpg,358.83,19.3,36.89,10.56
../food-101/train\pho\2574372.jpg,331.04,20.24,46.36,10.8
../food-101/train\pho\2578797.jpg,379.42,20.67,33.05,9.44
../food-101/train\pho\2593974.jpg,363.68,18.48,44.05,10.52
../food-101/train\pho\2599142.jpg,372.65,17.57,46.12,11.1
../food-101/train\pho\2601400.jpg,332.35,19.55,38.41,9.45
../food-101/train\pho\2602477.jpg,345.29,17.29,42.62,9.01
../food-101/train\pho\2607402.jpg,365.89,19.5,39.83,11.27
../food-101/train\pho\2621155.jpg,330.15,22.62,46.38,9.43
../food-101/train\pho\2643231.jpg,336.93,22.4,34.59,9.56
../food-101/train\pho\264730.jpg,345.23,21.99,40.0,10.01
../food-101/train\pho\265120.jpg,370.62,19.39,36.28,9.51
